SRR4074357,vegan
SRR4074356,vegan
SRR4074355,vegan
SRR4074353,vegan
SRR4074350,vegan
SRR4074305,vegan
SRR4074354,omnivore
SRR4074323,omnivore
SRR4074332,omnivore
SRR4074314,omnivore
SRR4074296,omnivore
SRR4074278,omnivore
